Genes	Taxa
13334365	COG2801
17936473	COG2801
15511571	COG2801
17936551	COG2801
8140279	COG2801
9615353	COG2801
6021907	COG2801
9586206	COG2801
9132325	COG2801
9164536	COG2801
16841486	COG2801
4217506	COG2801
15039839	COG2801
1210512	COG2801
9464705	COG2801
3226255	COG2801
11426551	COG2801
17936432	COG2801
4672592	COG2801
15929494	COG2801
3471836	COG2801
2664953	COG2801
9615143	COG2801
3423700	COG2801
18384122	COG2801
9737123	COG2801
16434209	COG2801
9164371	COG2801
12219128	COG2801
1010711	COG2801
13906033	COG2801
15547175	COG2801
4857993	COG2801
17936424	COG2801
4672503	COG2801
13906069	COG2801
2513409	COG2801
8066842	COG2801
8066860	COG2801
2889948	COG2801
3471885	COG2801
9464479	COG2801
12746161	COG2801
17350907	COG2801
4483341	COG2801
3423742	COG2801
4483261	COG2801
17970509	COG2801
18078980	COG2801
11170564	COG2801
12577933	COG2801
4483327	COG2801
11208129	COG2801
1210368	COG2801
11170590	COG2801
6205647	COG2801
4483366	COG2801
6620827	COG2801
7254653	COG2801
16526907	COG2801
9839304	COG2801
5020417	COG2801
19215550	COG2801
3370904	COG2801
17862767	COG2801
17209072	COG2801
12324240	COG2801
19311730	COG2801
18148188	COG2801
3532936	COG2801
1243514	COG2801
8628117	COG2801
3662851	COG2801
2733626	COG2801
14255427	COG2801
17209450	COG2801
15396518	COG2801
12310848	COG2801
16658281	COG2801
17035048	COG2801
14242700	COG2801
17275464	COG2801
17213163	COG2801
17500316	COG2801
36497	COG2801
8146958	COG2801
8983327	COG2801
14509180	COG2801
19137715	COG2801
19012040	COG2801
1243614	COG2801
17639955	COG2801
13008953	COG2801
15638293	COG2801
9057897	COG2801
4878166	COG2801
15396115	COG2801
17413036	COG2801
16526960	COG2801
11038058	COG2801
4643508	COG2801
7480096	COG2801
159629	COG2801
2733191	COG2801
8146797	COG2801
10161535	COG2801
12310581	COG2801
1546089	COG2801
7810016	COG2801
4425626	COG2801
2186739	COG2801
9502327	COG2801
12210691	COG2801
18335344	COG2801
6620818	COG2801
15251965	COG2801
11320049	COG2801
8891743	COG2801
16279527	COG2801
10424710	COG2801
15515836	COG2801
13369738	COG2801
1156871	COG2801
14060881	COG2801
3532863	COG2801
15172051	COG2801
3927674	COG2801
6070391	COG2801
18335397	COG2801
3927752	COG2801
16658009	COG2801
17213330	COG2801
10843105	COG2801
9428292	COG2801
1337975	COG2801
8087785	COG2801
17192554	COG2801
17806154	COG2801
4425286	COG2801
6542062	COG2801
12046298	COG2801
69908	COG2801
12850344	COG2801
17987523	COG2801
15515879	COG2801
13422210	COG2801
7810393	COG2801
15090889	COG2801
15251394	COG2801
6620821	COG2801
17209363	COG2801
2352786	COG2801
17213362	COG2801
4819489	COG2801
8087919	COG2801
17519972	COG2801
13390865	COG2801
4486013	COG2801
16354975	COG2801
2091912	COG2801
6587127	COG2801
1127995	COG2801
11038613	COG2801
4819516	COG2801
1243122	COG2801
12324711	COG2801
14133226	COG2801
4170930	COG2801
8565921	COG2801
6754560	COG2801
15251603	COG2801
15090767	COG2801
11041901	COG2801
9839057	COG2801
17639754	COG2801
8957184	COG2801
12046283	COG2801
5020212	COG2801
12210782	COG2801
18697959	COG2801
8029011	COG2801
3532632	COG2801
4594938	COG2801
12344074	COG2801
4425923	COG2801
12310505	COG2801
16526614	COG2801
1127629	COG2801
11914446	COG2801
16354762	COG2801
10509665	COG2801
5841673	COG2801
3128850	COG2801
6517336	COG2801
17478587	COG2801
18453616	COG2801
2013226	COG2801
12002499	COG2801
17983883	COG2801
7686379	COG2801
6175595	COG2801
11501499	COG2801
5719153	COG2801
3128723	COG2801
4579036	COG2801
18211536	COG2801
9256745	COG2801
7605186	COG2801
4051823	COG2801
13443969	COG2801
9256544	COG2801
17478570	COG2801
893142	COG2801
2881245	COG2801
9332738	COG2801
17491447	COG2801
18211491	COG2801
18211342	COG2801
12983224	COG2801
10509650	COG2801
11647436	COG2801
18211528	COG2801
7686897	COG2801
17442900	COG2801
9256481	COG2801
1789758	COG2801
17983374	COG2801
3648227	COG2801
6175734	COG2801
14384381	COG2801
17572238	COG2801
11045484	COG2801
18453335	COG2801
17735399	COG2801
7686656	COG2801
4992261	COG2801
3847253	COG2801
4023920	COG2801
6175725	COG2801
10562360	COG2801
6035500	COG2801
18453267	COG2801
1286096	COG2801
3648035	COG2801
5657740	COG2801
18744685	COG2801
17983391	COG2801
11694082	COG2801
17572107	COG2801
11057942	COG2801
12983286	COG2801
18125199	COG2801
18453237	COG2801
17442834	COG2801
7323057	COG2801
893072	COG2801
14187415	COG2801
15736171	COG2801
4003938	COG2801
10773672	COG2801
12607710	COG2801
10969863	COG2801
18662402	COG2801
9304846	COG2801
6242303	COG2801
18753778	COG2801
8862445	COG2801
7653911	COG2801
17289799	COG2801
660290	COG2801
1027799	COG2801
17698748	COG2801
10969505	COG2801
9521179	COG2801
8180876	COG2801
17597275	COG2801
15446155	COG2801
9451244	COG2801
3630466	COG2801
8111912	COG2801
9094033	COG2801
2408524	COG2801
6952123	COG2801
5158772	COG2801
9724667	COG2801
6852054	COG2801
16763038	COG2801
4280138	COG2801
12587225	COG2801
660071	COG2801
11092208	COG2801
18395830	COG2801
13325861	COG2801
19336320	COG2801
6051098	COG2801
18994031	COG2801
5310075	COG2801
3391298	COG2801
2307278	COG2801
977419	COG2801
10303436	COG2801
17597159	COG2801
16072186	COG2801
9803523	COG2801
2334313	COG2801
804058	COG2801
4308555	COG2801
884006	COG2801
8810348	COG2801
15576848	COG2801
6756368	COG2801
1713705	COG2801
11220250	COG2801
8085072	COG2801
11746015	COG2801
18753058	COG2801
12693136	COG2801
9432352	COG2801
6051407	COG2801
17816129	COG2801
6666715	COG2801
2969587	COG2801
11746149	COG2801
18652867	COG2801
11646031	COG2801
14516107	COG2801
9803680	COG2801
16624880	COG2801
7331858	COG2801
10303708	COG2801
11220362	COG2801
8085189	COG2801
8887918	COG2801
6391750	COG2801
4991350	COG2801
8297149	COG2801
17050054	COG2801
1905727	COG2801
5310389	COG2801
14661033	COG2801
12607393	COG2801
6756746	COG2801
16116817	COG2801
15362894	COG2801
3010301	COG2801
10375833	COG2801
6556092	COG2801
238049	COG2801
5055341	COG2801
9304513	COG2801
19336470	COG2801
6293790	COG2801
977551	COG2801
15576951	COG2801
5158583	COG2801
3803970	COG2801
7899631	COG2801
15037515	COG2801
2736599	COG2801
15503130	COG2801
13704793	COG2801
11220955	COG2801
778505	COG2801
18798647	COG2801
18798756	COG2801
13755829	COG2801
15562841	COG2801
12849293	COG2801
6811424	COG2801
13154231	COG2801
19212799	COG2801
8314915	COG2801
1061157	COG2801
17995847	COG2801
14523657	COG2801
19030836	COG2801
6811379	COG2801
13252517	COG2801
1999710	COG2801
15404356	COG2801
9624803	COG2801
17554705	COG2801
9624824	COG2801
7419703	COG2801
16861453	COG2801
7419578	COG2801
12410352	COG2801
14033695	COG2801
9243461	COG2801
8637164	COG2801
3070467	COG2801
17411635	COG2801
13956084	COG2801
1454604	COG2801
14523818	COG2801
10283539	COG2801
1390303	COG2801
14354745	COG2801
14092765	COG2801
5009256	COG2801
17240022	COG2801
11037134	COG2801
17554608	COG2801
11251399	COG2801
11037042	COG2801
1999758	COG2801
15562758	COG2801
11604448	COG2801
19190768	COG2801
13362309	COG2801
6634239	COG2801
567249	COG2801
16845976	COG2801
8047808	COG2801
19212732	COG2801
11649995	COG2801
2621629	COG2801
10632189	COG2801
1061035	COG2801
5909214	COG2801
12849406	COG2801
15618443	COG2801
302751	COG2801
13252571	COG2801
1061274	COG2801
2456737	COG2801
19190814	COG2801
7419899	COG2801
9366519	COG2801
13173516	COG2801
6827574	COG2801
13001278	COG2801
12063398	COG2801
15926791	COG2801
6211743	COG2801
2853072	COG2801
4152192	COG2801
10671410	COG2801
13242386	COG2801
5684946	COG2801
18168474	COG2801
13825140	COG2801
12063789	COG2801
3989312	COG2801
8749369	COG2801
15873075	COG2801
15649972	COG2801
8038595	COG2801
14340277	COG2801
9420698	COG2801
9060062	COG2801
8362215	COG2801
17708996	COG2801
9218882	COG2801
3796137	COG2801
18208470	COG2801
5001540	COG2801
358957	COG2801
13242641	COG2801
8323198	COG2801
4210768	COG2801
1199528	COG2801
10671829	COG2801
14340298	COG2801
8362360	COG2801
10779142	COG2801
4924946	COG2801
16576839	COG2801
11850715	COG2801
8749629	COG2801
10779368	COG2801
10071390	COG2801
14812640	COG2801
12173223	COG2801
12063963	COG2801
3006930	COG2801
1717121	COG2801
4919474	COG2801
13037559	COG2801
4152019	COG2801
10569515	COG2801
15649948	COG2801
2546155	COG2801
8484083	COG2801
8814335	COG2801
2156774	COG2801
15545902	COG2801
9218798	COG2801
8128085	COG2801
18168417	COG2801
3253232	COG2801
10241942	COG2801
17422109	COG2801
13825015	COG2801
2546587	COG2801
14812729	COG2801
15873130	COG2801
12063626	COG2801
6211070	COG2801
9218747	COG2801
10153055	COG2801
16052189	COG2801
18168302	COG2801
4865280	COG2801
17004708	COG2801
13923101	COG2801
14214760	COG2801
11004442	COG2801
15138000	COG2801
13826712	COG2801
19034814	COG2801
5660317	COG2801
1281775	COG2801
5347369	COG2801
15137444	COG2801
13181817	COG2801
5181746	COG2801
2992937	COG2801
12994164	COG2801
6551694	COG2801
4358477	COG2801
12117740	COG2801
6334679	COG2801
5660621	COG2801
13869843	COG2801
19261955	COG2801
13230580	COG2801
14286608	COG2801
5512649	COG2801
9814704	COG2801
14015870	COG2801
3147597	COG2801
5967497	COG2801
6334137	COG2801
17257470	COG2801
6599062	COG2801
17004688	COG2801
7463858	COG2801
1886736	COG2801
13935681	COG2801
11491655	COG2801
3552012	COG2801
5347905	COG2801
6961779	COG2801
18040402	COG2801
15054127	COG2801
2105043	COG2801
11381096	COG2801
14214872	COG2801
14541543	COG2801
8012397	COG2801
12117219	COG2801
18151984	COG2801
14541794	COG2801
14173171	COG2801
4967659	COG2801
13566119	COG2801
14136211	COG2801
10627091	COG2801
1465951	COG2801
8885525	COG2801
1787615	COG2801
9814630	COG2801
2941037	COG2801
2332684	COG2801
4522428	COG2801
4766462	COG2801
5336345	COG2801
11829223	COG2801
18094667	COG2801
6640769	COG2801
875291	COG2801
13923741	COG2801
10894116	COG2801
7943800	COG2801
10023994	COG2801
17004696	COG2801
17313809	COG2801
13333696	COG2801
1725389	COG2801
9780789	COG2801
17968803	COG2801
11715197	COG2801
13324618	COG2801
1465580	COG2801
1169009	COG2801
14641783	COG2801
10015797	COG2801
6798206	COG2801
18135120	COG2801
19317340	COG2801
2375105	COG2801
2699926	COG2801
545166	COG2801
14573075	COG2801
5336709	COG2801
1203920	COG2801
17257013	COG2801
7425924	COG2801
6031197	COG2801
10072679	COG2801
10746662	COG2801
6996661	COG2801
1203437	COG2801
13333880	COG2801
439634	COG2801
638537	COG2801
18812479	COG2801
5698851	COG2801
5429298	COG2801
5698375	COG2801
16044505	COG2801
7590760	COG2801
18048093	COG2801
9835626	COG2801
3585276	COG2801
17427804	COG2801
17393185	COG2801
17931466	COG2801
3691291	COG2801
14173922	COG2801
18209392	COG2801
18209244	COG2801
12065479	COG2801
11491325	COG2801
1065818	COG2801
17297659	COG2801
2100726	COG2801
7038723	COG2801
6850992	COG2801
8578729	COG2801
7550904	COG2801
4880167	COG2801
15546605	COG2801
12861772	COG2801
3838480	COG2801
2448856	COG2801
15865806	COG2801
17931971	COG2801
14126683	COG2801
6212280	COG2801
14501356	COG2801
18135897	COG2801
12861665	COG2801
16689291	COG2801
5698304	COG2801
11653033	COG2801
11031256	COG2801
14214920	COG2801
17486136	COG2801
15961029	COG2801
14672891	COG2801
11227508	COG2801
2809135	COG2801
2639629	COG2801
13869168	COG2801
14821665	COG2801
2699689	COG2801
16717969	COG2801
1833621	COG2801
5698444	COG2801
3585754	COG2801
4990433	COG2801
4728211	COG2801
3931853	COG2801
1833572	COG2801
12432513	COG2801
2148609	COG2801
6745821	COG2801
12432123	COG2801
833349	COG2801
4284444	COG2801
15546290	COG2801
18135012	COG2801
6922346	COG2801
6828928	COG2801
19317891	COG2801
18812143	COG2801
7414566	COG2801
6174603	COG2801
2910612	COG2801
1078076	COG2801
15927723	COG2801
4173309	COG2801
6599357	COG2801
7093384	COG2801
13482630	COG2801
19194307	COG2801
16347899	COG2801
2595857	COG2801
16398244	COG2801
13860212	COG2801
13896322	COG2801
6950804	COG2801
18970329	COG2801
7038338	COG2801
18775	COG2801
14136528	COG2801
3940529	COG2801
6483562	COG2801
8908221	COG2801
10354978	COG2801
6745474	COG2801
15601409	COG2801
1321671	COG2801
9975556	COG2801
11653303	COG2801
19143914	COG2801
11066437	COG2801
4990449	COG2801
2148712	COG2801
4557074	COG2801
6212506	COG2801
1787739	COG2801
5181872	COG2801
14136632	COG2801
18606543	COG2801
8458336	COG2801
15762864	COG2801
3838360	COG2801
18843368	COG2801
10516861	COG2801
2764970	COG2801
7590707	COG2801
6961670	COG2801
5660734	COG2801
439476	COG2801
8424800	COG2801
5181942	COG2801
6922421	COG2801
7425684	COG2801
6798753	COG2801
13521118	COG2801
8702407	COG2801
1886856	COG2801
11334313	COG2801
6922833	COG2801
18209446	COG2801
12117471	COG2801
2941478	COG2801
10072605	COG2801
11381124	COG2801
10746841	COG2801
5959257	COG2801
1886051	COG2801
3931759	COG2801
17158659	COG2801
14694676	COG2801
16001541	COG2801
16398434	COG2801
5172571	COG2801
8382083	COG2801
9982557	COG2801
13635964	COG2801
8148700	COG2801
6381865	COG2801
14821131	COG2801
9288805	COG2801
6765942	COG2801
1281026	COG2801
18752280	COG2801
14673161	COG2801
2639086	COG2801
11491624	COG2801
14214945	COG2801
14641408	COG2801
17313145	COG2801
6798055	COG2801
16363506	COG2801
16737613	COG2801
13305331	COG2801
4967614	COG2801
4766814	COG2801
5136888	COG2801
18209857	COG2801
11851262	COG2801
5481196	COG2801
17313201	COG2801
3147580	COG2801
9040129	COG2801
3357007	COG2801
10428358	COG2801
5979869	COG2801
12907860	COG2801
16204000	COG2801
15139323	COG2801
15899195	COG2801
3086697	COG2801
8288457	COG2801
16647039	COG2801
8288585	COG2801
7748167	COG2801
1888593	COG2801
7718704	COG2801
2999853	COG2801
15586899	COG2801
19072772	COG2801
13751554	COG2801
6369961	COG2801
9267948	COG2801
7628551	COG2801
3849661	COG2801
10535256	COG2801
12934656	COG2801
8646925	COG2801
11258812	COG2801
3610980	COG2801
15400250	COG2801
17307014	COG2801
12446120	COG2801
18332368	COG2801
13751918	COG2801
12456791	COG2801
9508778	COG2801
15899862	COG2801
1682334	COG2801
2962566	COG2801
19246924	COG2801
9869914	COG2801
5525805	COG2801
7628338	COG2801
11832748	COG2801
4141422	COG2801
15400218	COG2801
12846227	COG2801
1231551	COG2801
15586927	COG2801
1888568	COG2801
11084214	COG2801
15139252	COG2801
3086302	COG2801
1043658	COG2801
6431648	COG2801
10785005	COG2801
17661068	COG2801
4232264	COG2801
8772457	COG2801
15139410	COG2801
11258797	COG2801
9267913	COG2801
15759839	COG2801
3078193	COG2801
5915766	COG2801
9489803	COG2801
9508702	COG2801
1997543	COG2801
1459830	COG2801
2962765	COG2801
19246880	COG2801
12446041	COG2801
18819415	COG2801
3695540	COG2801
2821391	COG2801
19072509	COG2801
1459822	COG2801
10819527	COG2801
12907976	COG2801
12456644	COG2801
2297730	COG2801
4012484	COG2801
14389107	COG2801
8073814	COG2801
17378984	COG2801
19003280	COG2801
11813934	COG2801
11684220	COG2801
16865392	COG2801
79690	COG2801
1295744	COG2801
11674993	COG2801
17457054	COG2801
7590027	COG2801
19151046	COG2801
11003177	COG2801
9656165	COG2801
9171845	COG2801
16865610	COG2801
5238324	COG2801
6389060	COG2801
1265741	COG2801
2802128	COG2801
7004847	COG2801
15272306	COG2801
85933	COG2801
10345149	COG2801
8204202	COG2801
3744503	COG2801
7952768	COG2801
1265170	COG2801
2742737	COG2801
3744027	COG2801
9188952	COG2801
3433973	COG2801
9014126	COG2801
18059656	COG2801
13178579	COG2801
15735982	COG2801
16935918	COG2801
8678202	COG2801
366885	COG2801
8316028	COG2801
8124901	COG2801
7256841	COG2801
8710430	COG2801
12576021	COG2801
15272186	COG2801
79919	COG2801
14656215	COG2801
13178241	COG2801
3232304	COG2801
7833847	COG2801
5238860	COG2801
13737899	COG2801
4418661	COG2801
5806200	COG2801
1239655	COG2801
8101807	COG2801
16019638	COG2801
7045429	COG2801
11003206	COG2801
5685493	COG2801
15007954	COG2801
5685307	COG2801
9303257	COG2801
9559630	COG2801
14396670	COG2801
2775133	COG2801
13934807	COG2801
790710	COG2801
3798905	COG2801
9188455	COG2801
4255703	COG2801
15735624	COG2801
16019753	COG2801
11821477	COG2801
8101669	COG2801
16218980	COG2801
11821859	COG2801
9409032	COG2801
8073290	COG2801
4126007	COG2801
1646945	COG2801
11684100	COG2801
9559769	COG2801
12479919	COG2801
18720942	COG2801
9154751	COG2801
9327780	COG2801
7045524	COG2801
8051874	COG2801
9559896	COG2801
5736875	COG2801
12251136	COG2801
7473550	COG2801
16019747	COG2801
18103086	COG2801
1563153	COG2801
3433734	COG2801
7523481	COG2801
2053994	COG2801
16908710	COG2801
4298675	COG2801
9154568	COG2801
13393098	COG2801
408430	COG2801
11548837	COG2801
14024584	COG2801
9048822	COG2801
598481	COG2801
11862861	COG2801
8316049	COG2801
4012542	COG2801
16251946	COG2801
4126397	COG2801
3837084	COG2801
1017000	COG2801
16606287	COG2801
11684989	COG2801
859393	COG2801
14535551	COG2801
13943096	COG2801
7475540	COG2801
2288851	COG2801
2576617	COG2801
9570337	COG2801
2041045	COG2801
12001443	COG2801
19117900	COG2801
5615863	COG2801
11492681	COG2801
5881	COG2801
406303	COG2801
14535007	COG2801
14418731	COG2801
11492329	COG2801
10634604	COG2801
5385217	COG2801
4982026	COG2801
15962904	COG2801
18816111	COG2801
13461710	COG2801
14933138	COG2801
15954301	COG2801
2468993	COG2801
12819329	COG2801
2160259	COG2801
16708568	COG2801
6516700	COG2801
11010359	COG2801
16373473	COG2801
7433979	COG2801
18816223	COG2801
8835847	COG2801
2023705	COG2801
13827840	COG2801
1297462	COG2801
3964546	COG2801
17171903	COG2801
12433869	COG2801
10356194	COG2801
7660938	COG2801
7660717	COG2801
18343932	COG2801
8671240	COG2801
12996004	COG2801
6462396	COG2801
13712867	COG2801
5231704	COG2801
2900169	COG2801
18124354	COG2801
17117817	COG2801
11281850	COG2801
17258239	COG2801
1860053	COG2801
2041583	COG2801
8681177	COG2801
13827295	COG2801
3382865	COG2801
2160561	COG2801
17269024	COG2801
13099838	COG2801
13712635	COG2801
8232814	COG2801
5385727	COG2801
18061465	COG2801
12929438	COG2801
9875017	COG2801
754511	COG2801
3653064	COG2801
12929381	COG2801
19142927	COG2801
14876597	COG2801
12497872	COG2801
15360627	COG2801
360295	COG2801
1356343	COG2801
17115172	COG2801
13413451	COG2801
17594597	COG2801
6660845	COG2801
6660887	COG2801
17115158	COG2801
17724219	COG2801
14921801	COG2801
2754123	COG2801
11081615	COG2801
2626782	COG2801
17594605	COG2801
12362225	COG2801
15693325	COG2801
3446658	COG2801
17115159	COG2801
13858864	COG2801
7925119	COG2801
18121347	COG2801
10327831	COG2801
2783071	COG2801
9039888	COG2801
6623966	COG2801
360308	COG2801
2626843	COG2801
13424134	COG2801
4940707	COG2801
7221874	COG2801
17115162	COG2801
19142933	COG2801
12929362	COG2801
754558	COG2801
7264764	COG2801
6903767	COG2801
17115179	COG2801
2783091	COG2801
17960600	COG2801
13663917	COG2801
8515054	COG2801
17960590	COG2801
2783107	COG2801
5943471	COG2801
16422453	COG2801
15529896	COG2801
5581741	COG2801
15529899	COG2801
5639347	COG2801
754526	COG2801
7221817	COG2801
13413484	COG2801
16355470	COG2801
16355482	COG2801
1064068	COG2801
16675076	COG2801
5581968	COG2801
8515685	COG2801
7658762	COG2801
15280444	COG2801
13803786	COG2801
15413147	COG2801
16355488	COG2801
7090841	COG2801
13077090	COG2801
17014869	COG2801
19143001	COG2801
506277	COG2801
4829073	COG2801
360636	COG2801
4030400	COG2801
15937828	COG2801
12015110	COG2801
2754776	COG2801
15091055	COG2801
4989659	COG2801
4030253	COG2801
4940806	COG2801
506102	COG2801
17960689	COG2801
13413702	COG2801
6512110	COG2801
9875277	COG2801
506055	COG2801
18710265	COG2801
17724936	COG2801
11134144	COG2801
16494005	COG2801
2783325	COG2801
9484048	COG2801
7090503	COG2801
13803763	COG2801
5639843	COG2801
17724555	COG2801
16675064	COG2801
17724835	COG2801
8515162	COG2801
9875323	COG2801
18960773	COG2801
16494232	COG2801
12015185	COG2801
8662476	COG2801
4030227	COG2801
8109796	COG2801
15280710	COG2801
17115377	COG2801
18960571	COG2801
14836953	COG2801
16355498	COG2801
16726226	COG2801
8515141	COG2801
12362468	COG2801
754670	COG2801
3055703	COG2801
8072116	COG2801
3918516	COG2801
6678077	COG2801
10763089	COG2801
5639417	COG2801
6548629	COG2801
